"","X.TwoWayPipelines.NPI2.NPI2Threshold","X.TwoWayPipelines.NPI2.NPI2FlowThreshold","X.TwoWayPipelines.NPI.NPIThreshold","X.TwoWayPipelines.NPI.NPIFlowThreshold","X.TwoWayPipelines.BrisbanetoNthPineInterconnector.BrisbanetoNthPineThreshold","X.TwoWayPipelines.BrisbanetoNthPineInterconnector.BrisbanetoNthPineFlowThreshold","X.TwoWayPipelines.MaroochytoBaroonInterconnector.MaroochytoBaroonThreshold","X.TwoWayPipelines.EwenMaddocktoBaroonInterconnector.EwenMaddocktoBaroonThreshold","X.TwoWayPipelines.EPI.EPIThreshold","X.TwoWayPipelines.EPI.EPIFlowThreshold","X.TwoWayPipelines.SPI.SPIThreshold","X.TwoWayPipelines.SPI.SPIFlowThreshold","X.WCRWS.PRWThreshold","X.TugunDesalination.TugunDesalOneThirdThreshold","X.TugunDesalination.TugunDesalTwoThirdsThreshold","X.TugunDesalination.TugunDesalFullThreshold","X.SpillVolumes.TotalSpillVolume","X.MinimumSystemStorageNegation","X.Costs.TotalCost","X.Costs.SwitchingCost","X.Costs.PumpingCost","X.Costs.TugunDesalCost","X.Costs.TreatmentCost","X.Costs.PRWCost","X.TugunDesalination.TugunDesalProductionTotal","X.WCRWS.PRWInflow","X.TwoWayPipelines.TwoWayPipelineFlows","X.SwitchCounts.TotalSwitchCount","X.SwitchCounts.BrisbanetoNthPineSwitchCount","X.SwitchCounts.EPISwitchCount","X.SwitchCounts.EwentoBaroonSwitchCount","X.SwitchCounts.MaroochytoBaroonSwitchCount","X.SwitchCounts.NPI2SwitchCount","X.SwitchCounts.NPISwitchCount","X.SwitchCounts.SPISwitchCount","X.EnvironmentalFlows.EnvFlowDeficit","X.Reliability.TotalVolumetricReliability"
"431",0.7791741536,0.9742004471,0.9304723093,0.9750263641,0.8963055843,0.6110645045,0.9986569603,0.9359812818,0.8462781205,0.8189071578,0.6144868826,0.8125069495,0.4295814012,0.0936999577,0.0912167897,0.0268528268,304833.217563776,136959.667629879,5251485160.50036,280000,51587784.9830365,23836512.1679999,4523743434.22935,652037429.11997,44823.6600000007,232,349.897,7,0,2,1,1,3,0,0,36417.2834572264,0.937828878
"432",0.9137551122,0.5476064364,0.9285779722,0.996035722,0.4721957058,1.09883526906406e-05,0.8973739216,0.9306721565,0.2077091065,0.9891343979,0.3623211974,0.0259022535,0.9602501518,0.7594481042,0.9274385459,0.2679381425,483872.603140961,418507.408606267,5459130832.31248,120000,26179827.8386366,273206253.986391,4507587321.36748,652037429.11997,388583.44000001,232,189.897,3,0,0,1,1,1,0,0,36341.5981320017,0.9066434065
"434",0.893471235,0.6449841353,0.8813157645,0.8153342871,0.0082446694,0.0091964887,0.6761566423,0.9287439187,0.2487327388,0.1521653003,0.5293543939,0.0063683248,0.0095698809,0.1000781549,0.0936351504,0.0076600263,350029.798698033,333854.892995237,5179851535.0446,200000,23015211.9235985,1211472.84720004,4503387421.15383,652037429.11997,14571.4799999993,0,135.172,5,0,0,1,3,1,0,0,37395.0191899193,0.8230651999
"436",0.8946502688,0.7879080546,0.8670311609,0.9981436689,0.2586840678,0.0038624582,0.7096901267,0.8874323989,0.4491434177,0.0050940778,0.5491694811,0.0010411084,0.0095698809,0.1555982857,0.021371724,0.0074400643,371787.195864409,345557.956424509,5175437314.40551,280000,22343061.2578836,1211472.84720004,4499565351.18045,652037429.11997,14571.4799999993,0,187.172,7,0,0,1,4,1,1,0,36788.2311302036,0.8186307425
"437",0.9484775822,0.8767394199,0.9992382589,0.9521663295,0.3235852225,0.0006502646,0.9695493365,0.9330961231,0.1143953533,0.5091367381,0.4883200333,0.0090935074,0.8904725033,0.0137922756,0.0967568463,0.0961775855,354717.495908125,351755.889518065,5204244842.7633,120000,24755734.889218,1211472.84720004,4526120205.90691,652037429.11997,14571.4799999993,232,189.897,3,0,0,1,1,1,0,0,36649.4044603507,0.904682699
"439",0.9766035068,0.4914170276,0.9590874552,0.6701776565,0.7768400552,0.0152961016,0.8702554174,0.8680548387,0.1083022376,0.6300314874,0.4736562074,0.4295853077,0.5209368102,0.2032269491,0.0788326242,0.0023111787,318426.423589289,279085.410506275,5285175079.37588,120000,46687683.3961853,54567083.2727977,4531762883.58693,652037429.11997,80326.6799999985,232,144.897,3,0,0,1,1,1,0,0,38967.7079865863,0.9467119777
"441",0.9466739584,0.9696999401,0.8764853771,0.9934468908,0.4504629888,0.8675080316,0.8966846955,0.9305913944,0.0034638414,0.8181956736,0.3959836618,0.6465552455,0.4935560961,0.167765791,0.0667792694,0.0717869254,303116.328101023,155380.662849174,5278443653.78588,120000,51765883.2455379,52495020.731998,4522025320.68837,652037429.11997,77773.0799999985,232,349.897,3,0,0,1,1,1,0,0,36369.5716171036,0.9381947326
"443",0.9282932837,0.9871120262,0.9866710515,0.9945734843,0.5480284412,0.0016780978,0.7412530434,0.9829924274,0.6754206395,0.6312176951,0.4659418574,4.49808139518088e-05,0.7203127221,0.1254575612,0.9603090936,0.2980231215,503557.946677664,421035.879495534,5475779836.69516,200000,24928070.94121,293536201.576796,4505078135.05719,652037429.11997,418971.28000001,232,189.897,5,0,0,1,3,1,0,0,36315.7147238261,0.9034192582
"446",0.9523851022,0.7029303763,0.9154302788,0.9864290581,0.1787803702,0.0073641994,0.8401354363,0.9976741488,0.3453601963,0.4964071048,0.2501260711,0.0015377447,0.9241875989,0.2326844879,0.9412320797,0.386303506,521233.741276406,429949.678351431,5499040265.29571,280000,24877021.3459091,318646107.082805,4503199707.74703,652037429.11997,456503.880000001,232,189.897,7,0,0,1,5,1,0,0,36285.6524520768,0.9035808777
"447",0.8252012735,0.8284236868,0.9743538128,0.9981667077,0.5766446547,0.8710167036,0.8979078471,0.9702264967,0.0858646428,0.7975116853,0.4173970205,0.4108163169,0.5324071794,0.3794232035,0.2425367684,0.1326601953,306932.225629805,236862.193395417,5392913852.17368,200000,50465201.1332759,177143828.744398,4513067393.17604,652037429.11997,250670.420000001,232,349.897,5,0,0,1,1,3,0,0,36376.2114737018,0.9381321803
"450",0.9012671725,0.8734435494,0.8512175002,0.9995104858,0.4531318448,0.6321462553,0.6547729417,0.982019283,0.6797197578,0.5247989735,0.6455205087,0.4273943803,0.585897819,0.232780763,0.316796921,0.1395385315,306743.913374229,234098.153862837,5406905589.43379,200000,51490185.4839313,191320049.129997,4511857925.69989,652037429.11997,273440.019999997,232,349.897,5,0,0,1,3,1,0,0,36545.3336629614,0.9379609673
"452",0.9172174151,0.5282209201,0.9113971505,0.9999902785,0.063407126,0.0365969026,0.8601585213,0.9955883833,0.4417073854,0.6991322158,0.6366321933,0.0018820745,0.9938420254,0.0967618079,0.4068815954,0.189141605,416143.283859653,394664.100523677,5387351128.51676,120000,25977105.9616946,194009748.987597,4515206844.4475,652037429.11997,275161.040000001,232,349.897,3,0,0,1,1,1,0,0,36384.7261011851,0.9245829364
"455",0.9319705853,0.9815835125,0.839282697,0.2449349013,0.3956961951,0.0044785152,0.9496162309,0.8326084059,0.0653168306,0.732915986,0.6474564891,0.7013048339,0.3794562252,0.0811696402,0.0902748405,0.1993898492,315209.5031172,305139.935909886,5347507075.20489,200000,46512490.1784433,122826207.932398,4525930947.97408,652037429.11997,184606.660000003,232,144.897,5,0,0,3,1,1,0,0,39166.1097999858,0.9476173262
"456",0.90833019,0.657707417,0.924161043,0.9996516406,0.4588145728,0.0019722588,0.7021520325,0.9161749021,0.1545761171,0.9076759756,0.4113799834,0.0352644922,0.9932655828,0.35602682,0.6665292049,0.2264893258,438402.230718007,414347.075359473,5433704268.4459,200000,30402314.8868368,238112892.074389,4512951632.36471,652037429.11997,336128.240000021,232,189.897,5,0,0,1,3,1,0,0,36410.2100106851,0.9168739939
"457",0.9458335301,0.7919328227,0.9992382589,0.8870304375,0.3681453114,0.0243787088,0.954427823,0.8867745215,0.0510795428,0.7454175065,0.6326567929,0.0098116362,0.8272111375,0.0308088768,0.1196550735,0.0916386417,348412.304768193,346128.896993543,5205016908.56407,120000,24582333.1804854,1211472.84720004,4527065673.41641,652037429.11997,14571.4799999993,232,189.897,3,0,0,1,1,1,0,0,37511.0203125871,0.9110072275
"461",0.9957626886,0.9808212398,0.997030464,0.2449349013,0.5161066824,0.0085723503,0.8547229367,0.9312978852,0.1136108549,0.7966027497,0.6474564891,0.7925782873,0.3794562252,0.0811696402,0.0456700774,0.2037615146,313887.746797021,307486.600882233,5352878006.82325,200000,46518130.034484,128362538.816393,4525759908.85241,652037429.11997,192347.260000003,232,144.897,5,0,0,1,3,1,0,0,39138.9970010151,0.9480964217
"462",0.9901622154,0.4914170276,0.9687282723,0.6701776565,0.8033135762,0.0152961016,0.8702554174,0.8138641622,0.0980732963,0.6300314874,0.4736562074,0.4689282928,0.4801009643,0.3307425076,0.0713469048,0.0043958665,319433.487902008,294044.491770796,5321963293.41868,200000,46717035.8493203,93871519.5935946,4529137308.85579,652037429.11997,128765.279999998,232,144.897,5,0,0,3,1,1,0,0,38660.6657727247,0.9464858077
"464",0.9804113235,0.9332324344,0.8500887239,0.9927128955,0.2598081634,0.0518191637,0.9598509859,0.9983541673,0.3303812466,0.5626562706,0.6420541625,0.094090584,0.8391635008,0.1574318187,0.8219406515,0.1294338703,346049.980112922,399879.057764174,5438008420.64525,160000,39952984.9371172,227705895.093592,4518152111.49457,652037429.11997,320572.560000015,232,371.898,4,0,0,1,1,1,1,0,35678.630971509,0.9546047609
"465",0.9757498589,0.9112311616,0.8736979011,0.8962163328,0.0059631595,0.0091964887,0.6487975713,0.9240766372,0.066993668,0.5401570709,0.4681185603,4.52341890645521e-05,0.0095698809,0.0147873801,0.1833597065,0.0058921753,353309.427449827,347808.991321058,5195617108.01509,200000,24513787.3917008,16344177.9479982,4502521713.55542,652037429.11997,35016.240000001,0,180.172,5,0,0,1,3,1,0,0,36225.5276150513,0.8210651877
"469",0.8991525619,0.9915703103,0.9457797655,0.9212367174,0.5309081041,0.7824720564,0.9865765855,0.9995170584,0.6788237326,0.6040355833,0.7755701743,0.7279095117,0.9515782363,0.1049415211,0.1299759378,0.0630193367,303262.138228617,162811.08621256,5287028815.40542,120000,51628656.3672099,62114408.9495984,4521128320.96865,652037429.11997,96853.2599999973,232,349.897,3,0,0,1,1,1,0,0,36611.9579107992,0.9384269672
"470",0.8572294016,0.9785456952,0.9427210587,0.9960914875,0.5336188309,0.0039296016,0.8945749247,0.8675911279,0.0382424116,0.9012916662,0.4587126599,0.048531306,0.7596043649,0.1333745624,0.7527593392,0.2644248814,436343.489157385,417510.045633466,5468390453.30887,120000,32687423.3309893,271875126.46559,4511670474.39232,652037429.11997,386593.760000011,232,189.897,3,0,0,1,1,1,0,0,36315.3284690955,0.9223668485
"472",0.9070922661,0.9484835765,0.9922170581,0.9964188323,0.4193394617,0.8312860622,0.8222288266,0.9952994087,0.0823263082,0.6704212599,0.5039029019,0.371806514,0.4245116582,0.2685014814,0.0646751267,0.1067474063,308525.663769466,193759.644224731,5318772185.89276,200000,49840049.7288535,97776240.8447961,4518918466.19914,652037429.11997,137798.639999999,232,349.897,5,0,0,1,3,1,0,0,36404.3721676609,0.9381279166
"477",0.9423231703,0.7419889739,0.8635447937,0.1686692895,0.0032981301,0.0016522362,0.8583820136,0.7546904232,0.3952580536,0.1665307444,0.5522940483,0.0125439733,1.03519479320519e-05,0.0700089333,0.1510566126,0.0650282806,330037.89698433,328520.363899757,5179220188.69139,280000,22246212.9501398,1211472.84720004,4503445073.77408,652037429.11997,14571.4799999993,0,135.172,7,0,0,3,3,1,0,0,38841.7611201916,0.830474236
"481",0.8756470441,0.9996625363,0.8518829804,0.9949089137,0.4159419101,0.4980379795,0.8298599613,0.9991238199,0.2158805395,0.5616600274,0.7588945381,0.641796546,0.4118611738,0.0185777802,0.1955233888,0.067093635,302711.018479029,198958.979150217,5335976166.31096,120000,51773739.2454984,114706761.103204,4517338236.84229,652037429.11997,167907.179999999,232,349.897,3,0,0,1,1,1,0,0,36369.4245430234,0.9381424364
"483",0.861447749,0.9272772029,0.9904920257,0.9949774375,0.0594332922,0.0546855198,0.8973114477,0.9849027512,0.2497550759,0.8919403746,0.4173970205,0.0447445915,0.5795365527,0.5107787807,0.6537494248,0.2298332328,402212.892711047,412598.261377584,5448878002.95593,120000,32682916.1156478,249366970.20479,4514670687.51553,652037429.11997,352950.080000017,232,349.897,3,0,0,1,1,1,0,0,36399.2499578982,0.9429446829
"485",0.8829299576,0.9930776679,0.9955071866,0.9659926363,0.1118012162,0.0025776229,0.9320164692,0.8939872757,0.465341654,0.8919403746,0.3384060013,0.0298796432,0.7642021691,0.3089018678,0.6281255508,0.3139771381,486854.434439025,422043.490506392,5486927543.13342,120000,28394721.2431895,299163240.641997,4507212152.12826,652037429.11997,427382.200000009,232,189.897,3,0,0,1,1,1,0,0,36513.9592609266,0.9135679952
"487",0.9476898604,0.6632943761,0.9620487957,0.9999799537,0.0846340965,0.014212437,0.7463434299,0.8418245564,0.287029504,0.1898122513,0.7878524113,0.1307775304,0.7972453801,0.0096366311,0.3601618933,0.5598614887,419268.348515874,425780.722603026,5526951905.16099,200000,39288229.8787213,325825007.012407,4509601239.14989,652037429.11997,468428.66,232,189.897,5,0,0,1,3,1,0,0,36325.3682174091,0.9315266062
"488",0.9412589733,0.9759625581,0.8889740531,0.9900132371,0.4445613459,0.6298051198,0.8388110481,0.9985520429,0.0281059322,0.9573361198,0.717210302,0.4876731118,0.7454819717,0.1227607521,0.0619125547,0.0254696719,303143.608288028,141271.163147409,5257158207.9716,120000,51752537.9812689,29767084.7376,4523481156.13276,652037429.11997,49763.2800000003,232,349.897,3,0,0,1,1,1,0,0,36399.2806061291,0.9382394371
"490",0.9775453039,0.8404084602,0.9170294371,0.9991949303,0.4424958163,0.0470212689,0.8358149611,0.8951450804,0.0076593911,0.4738537409,0.7387591414,0.05049485,0.9116485086,0.2036005674,0.9884631182,0.3187424371,426994.267175114,422285.684253407,5497728439.84437,200000,33987432.8183394,300433862.366398,4511069715.53966,652037429.11997,429281.440000009,232,349.897,5,0,0,1,3,1,0,0,36372.1281571336,0.9425221163
"491",0.9183361354,0.8375823312,0.9594722798,0.9345898707,0.6460883911,0.9841599337,0.9164849495,0.9953329862,0.6041001404,0.9418983852,0.9784075506,0.4104875403,0.2766427118,0.0705534494,0.1685733264,0.0193602038,306786.118194738,188979.172338071,5322543537.36905,120000,51142412.5990916,100814441.666403,4518429253.98359,652037429.11997,149138.220000001,232,349.897,3,0,0,1,1,1,0,0,36486.462253919,0.9383007146
"494",0.9300042121,0.9906104779,0.8420065857,0.9971476762,0.1254968702,0.460147384,0.9960796331,0.9912265191,0.1305790654,0.4415423297,0.7601193351,0.5928539706,0.4044237386,0.1153707164,0.2300421192,0.0999311804,302473.717414062,213775.905519534,5358699238.19809,120000,51772738.0474605,139142358.684003,4515626712.34666,652037429.11997,200920.439999999,232,349.897,3,0,0,1,1,1,0,0,36373.1362368516,0.9381138788
"495",0.9375951974,0.6943032995,0.9413290689,0.9985903584,0.1680861388,0.0451498777,0.8450830953,0.8688348495,0.4069581607,0.8242135387,0.3958149258,0.0236441203,0.4237488024,0.3874722974,0.0886670677,0.0474374141,341273.351607821,371546.410137416,5302790337.00342,200000,26945812.5578357,100346715.033594,4523260380.29202,652037429.11997,136745.28,232,349.897,5,0,0,1,3,1,0,0,36434.7256368155,0.9311880573
"498",0.9608367766,0.6660019268,0.8010851605,0.1679453702,0.5953000533,0.0165736318,0.9582572761,0.6828468429,0.3833189535,0.0207161973,0.2816706392,0.0009087837,0.0002185511,0.1736954078,0.0287347055,0.0562589713,341297.778310386,331439.205778673,5177495880.25147,200000,18679240.5564477,7103900.69760004,4499475309.87745,652037429.11997,21833.2800000018,0,118.172,5,0,0,3,1,1,0,0,38508.0104405105,0.823178476
"499",0.9074639454,0.5594153107,0.9948154154,0.9999965129,0.4499286639,0.0533048681,0.9945926925,0.989240829,0.2478780525,0.8848897359,0.6894884152,0.037759706,0.5254342757,0.0032918846,0.5921700114,0.2863811004,448846.715926335,417911.446188851,5484605590.94681,120000,30508742.5435463,291115969.720795,4510823449.56249,652037429.11997,415353.68000001,232,349.897,3,0,0,1,1,1,0,0,36396.7543524997,0.9399767727
"502",0.790053981,0.6255119466,0.856621667,0.6665181197,0.9774202416,0.3080790831,0.7537788638,0.8943140585,0.0139823677,0.6024163869,0.2146708602,0.5036035671,0.4618494854,0.0781102634,0.2443224622,0.0552393018,310321.813360221,219227.494183546,5362805002.54727,280000,50932881.2602423,142119284.277603,4517435407.88945,652037429.11997,204942.359999999,232,349.897,7,0,0,1,3,3,0,0,37925.1381179659,0.9428756219
"503",0.9271479915,0.9886105353,0.9961751327,0.9706665019,0.0493634554,0.8122970901,0.9770058125,0.8622807015,0.0005877027,0.7633220747,0.5829070991,0.3292190421,0.4933096314,0.1264431947,0.0739635478,0.0719261684,309801.917792786,156349.104993999,5257778184.15191,280000,49810299.8813883,29199881.0208003,4526450574.12976,652037429.11997,49196.7000000004,232,349.897,7,4,0,1,1,1,0,0,36425.0678204905,0.9400118056
"505",0.9996640436,0.5257436242,0.9608924785,0.9994692288,0.0212124569,0.0009002263,0.8335421585,0.7769831484,0.1538945583,0.4823920784,0.9881907509,0.0257147973,0.7355339668,0.0451161083,0.1206380523,0.1902539583,358991.351928158,362725.422585329,5226567658.14033,280000,26140995.2770229,22987707.6575982,4525121526.08574,652037429.11997,45017.8399999978,232,189.897,7,0,0,3,3,1,0,0,36361.6554647108,0.9062319401
"506",0.9914088041,0.9981277812,0.9998165204,0.9995839262,0.5403178781,0.0173227588,0.8696776634,0.9540749006,0.8186337576,0.0403840868,0.5351172702,0.0423470553,0.4023633483,0.504713095,0.6710915988,0.1273361575,426098.857323571,404509.355240889,5421166276.55569,120000,28730956.6861819,227705895.093592,4512571995.65594,652037429.11997,320572.560000015,232,189.897,3,0,0,1,1,1,0,0,36328.1518509044,0.9169678939
"507",0.8866361251,0.6184999267,0.8926753071,0.9992359034,0.906323866,0.0453742043,0.9999939926,0.9917110066,0.1947247122,0.7380127593,0.0592214281,0.0003078584,0.8572645285,0.3717072792,0.9292974275,0.2166302354,434165.191960665,412767.317632788,5435500367.82447,160000,28092201.3578695,242408803.618791,4512801933.72784,652037429.11997,342549.480000014,232,371.898,4,0,0,1,1,1,1,0,35644.9693760472,0.9384565033
"509",0.9568207738,0.5188152569,0.8421547868,0.9750221577,0.4401078114,0.0609894062,0.9982555236,0.9920626476,0.4988539117,0.9475549959,0.6262551784,0.062040844,0.8492187185,0.1078790023,0.0854107516,0.9573774905,446227.769293901,434838.986171118,5533898496.62873,120000,35244945.0694809,338189479.320011,4508306643.11927,652037429.11997,485716,232,349.897,3,0,0,1,1,1,0,0,36403.1919217346,0.9455038537
"510",0.8807800745,0.9426791771,0.9973544345,0.9244836732,0.3765891999,0.3107508027,0.9215346827,0.9757630146,0.7397111177,0.3954260889,0.241873711,0.003463459,0.0166177216,0.0487366935,0.0115527812,0.0556740086,321116.985180422,245025.143445252,5189447787.40549,120000,27885091.5891892,1211472.84720004,4508193793.84913,652037429.11997,14571.4799999993,0,349.897,3,0,0,1,1,1,0,0,37133.7952686686,0.8712736187
"513",0.8829299576,0.9930776679,0.951225987,0.9928745631,0.028727681,0.0007356182,0.9643177153,0.8181238103,0.5814151288,0.8919403746,0.3566746267,0.029836963,0.6995034344,0.3621471842,0.6701402969,0.3309126724,492345.120967795,425166.868702538,5490457438.39961,200000,28499262.9728561,303035611.611599,4506685134.69519,652037429.11997,433170.360000008,232,189.897,5,0,0,3,1,1,0,0,36333.8504363856,0.9125802717
"514",0.9801883428,0.9637562149,0.8830105885,0.9453438718,0.0164732862,0.0027249115,0.8949035823,0.910645332,0.6046221237,0.8550562159,0.1288910975,0.0054132758,0.0037917833,0.4882761061,0.219023609,0.2111406036,396116.569543788,379468.307922588,5309897307.91222,120000,24726879.7646433,138819457.240793,4494193541.78682,652037429.11997,191724.820000018,0,180.172,3,0,0,1,1,1,0,0,36717.8700967983,0.8193365123
"515",0.9764874618,0.9695672322,0.7244060165,0.9972469035,0.7606996367,0.6762170683,0.9011583049,0.9359812818,0.7910471622,0.4979021776,0.6144868826,0.9779324108,0.4295814012,0.1996622421,0.0430899855,0.5773446681,310623.073672381,301544.515946578,5537822594.61279,120000,51779376.0263748,332468604.073209,4501417185.39323,652037429.11997,477717.38,232,349.897,3,0,0,1,1,1,0,0,36373.6009959989,0.938178121
"516",0.8573403687,0.9621724563,0.9900072113,0.9945416012,0.5563576133,0.5746936917,0.5719103804,0.8837402948,0.1675741763,0.7097375515,0.8480510994,0.4455638792,0.9919984012,0.1700509473,0.4069257793,0.0984385562,305025.847599082,242016.680729162,5409607894.65877,120000,51741036.4600522,193967405.032797,4511742024.04595,652037429.11997,274990.800000001,232,349.897,3,0,0,1,1,1,0,0,36542.818776271,0.9377696007
"518",0.7272324739,0.687832739,0.8912429795,0.9980607274,0.6616185554,0.525382859,0.9241641329,0.9476550849,0.5209920329,0.7134532899,0.6695166639,0.4648837015,0.6231043013,0.1028961489,0.0308023165,0.0589289807,304657.710234638,135861.452727418,5249233083.41062,200000,51722182.5383624,21155074.8024002,4524118396.94989,652037429.11997,39149.8799999998,232,349.897,5,0,0,1,1,3,0,0,36418.479332449,0.9376004756
"521",0.9996640436,0.6641518451,0.9673668088,0.9994692288,0.0212124569,0.0390236202,0.7866339535,0.7769831484,0.117107619,0.4520149036,0.9786898927,0.0077596022,0.7355339668,0.004222198,0.0774911153,0.1902539583,336679.72084927,362007.485570175,5232377850.22501,280000,26055001.6922788,27232228.0019982,4526773191.41076,652037429.11997,50952.2999999977,232,349.897,7,0,0,3,3,1,0,0,36404.5124976572,0.9257674538
"522",0.9901405966,0.3651861098,0.8973979755,0.6924251422,0.4142822532,0.0366050049,0.8686876134,0.8003363384,0.4279874609,0.6666574307,0.8329878364,0.6898414251,0.7603921358,0.0098645671,0.0119448619,0.0219934879,317337.225041804,262102.81211733,5236735061.60164,200000,47242433.082179,1211472.84720004,4536043726.55229,652037429.11997,14571.4799999993,232,304.897,5,0,0,3,1,1,0,0,38467.4074842366,0.9538700301
"523",0.9524728806,0.9982317061,0.9634860774,0.9994731655,0.4318128349,0.3556796933,0.9346654831,0.9882623517,0.4762691161,0.7329692634,0.5001183812,0.6598787234,0.5238657247,0.2537286896,0.2050592214,0.0808328468,307447.722285063,213925.564241592,5351125250.27981,120000,51659128.5064348,129756541.236005,4517552151.4174,652037429.11997,186380.879999999,232,349.897,3,0,0,1,1,1,0,0,36384.0384257068,0.9414610091
"524",0.9387764614,0.964409429,0.5940048072,0.0742540078,0.1953785377,0.1097442903,0.9498395779,0.9439369119,0.0679447552,0.7202070613,0.6431088846,0.031714288,0.4388571971,0.1460264143,0.0417682393,0.0818125314,324059.294644109,287862.606111428,5219004549.78661,120000,27180764.066496,9370219.10160002,4530296137.49855,652037429.11997,24626.2799999995,232,349.897,3,0,0,1,1,1,0,0,39661.0954637948,0.9577408196
"525",0.892036997,0.9976121254,0.9860244207,0.1937311839,0.4126598938,0.9279922423,0.8589839539,0.6253596873,0.0054935364,0.0916740204,0.5550215339,0.017606325,0.0013932901,0.0656272943,0.0654549423,0.0908588085,324283.841758191,220520.080996161,5183332125.32363,200000,25257833.3643252,1211472.84720004,4504625389.99213,652037429.11997,14571.4799999993,0,349.897,5,0,0,1,3,1,0,0,38845.2179675375,0.8617344379
"527",0.7544069049,0.8230373957,0.8941801031,0.8771338327,0.8833762126,0.5524950175,0.5244071096,0.9999348175,0.3585249776,0.9943915362,0.7673380857,0.5341876793,0.6186592473,0.1306011344,0.0637070547,0.0157365737,307707.011002092,144325.152532167,5263525642.98848,200000,51496254.9414298,36630791.9039996,4523161167.02308,652037429.11997,58222.0800000001,232,349.897,5,0,0,1,1,3,0,0,36532.8436630658,0.93763488
"528",0.8856667679,0.8607522987,0.9928243008,0.9990214333,0.072785884,0.0620942362,0.9417352532,0.8904964111,0.6577952437,0.4883106776,0.8388533666,0.0602180775,0.8684737517,0.4425790961,0.85978883,0.2973323662,414986.462456836,416797.067789937,5493119957.647,120000,35130085.2543938,294383282.726396,4511449160.54625,652037429.11997,420237.440000009,232,349.897,3,0,0,1,1,1,0,0,36362.3308472144,0.9451550197
"529",0.9660388021,0.9288078132,0.6601313464,0.9874435912,0.6820159075,0.5376541806,0.6261523107,0.956986124,0.0095681021,0.5010559552,0.017014906,0.4229551692,0.3554449085,0.0848080953,0.1584355329,0.0296290146,307209.901016986,184149.999609877,5316057941.28086,120000,51451342.4226795,93620204.8152024,4518828964.923,652037429.11997,139418.579999998,232,349.897,3,0,0,1,1,1,0,0,36537.9285441243,0.9378460699
"530",0.8370513097,0.7039581814,0.9908753485,0.9840345376,0.620060015,0.0203256854,0.9975918442,0.8811745632,0.6107113546,0.9746452644,0.5180883847,0.0120794972,0.7512358565,0.119029037,0.1520791471,0.2406070901,367765.105320038,374256.033467533,5280690913.41739,200000,24856982.8545723,83518258.655993,4520078242.78686,652037429.11997,129648.400000006,232,189.897,5,0,0,1,1,3,0,0,36298.245484145,0.9035793574
"531",0.9547071281,0.5476064364,0.9290492435,0.9997949738,0.3514248964,0.0018421048,0.9597758696,0.9268148685,0.2077091065,0.9076759756,0.6985750062,0.0259022535,0.9301392754,0.7470812828,0.4425334207,0.1552171616,447679.021030541,403633.443108623,5405455496.12168,120000,26197397.4457961,215077846.737594,4512022822.81832,652037429.11997,301875.420000009,232,189.897,3,0,0,1,1,1,0,0,36362.8809353975,0.9064954619
"532",0.9962453728,0.6639122527,0.8965000301,0.9981796194,0.5934755532,0.0143411956,0.817926597,0.9962578789,0.2384835425,0.7560282115,0.5237904243,0.0037460078,0.0551966222,0.0753945577,0.1495565151,0.2392182755,374486.821103024,374778.779797915,5276349839.9828,200000,24918713.1953951,87578234.6375927,4511615463.02984,652037429.11997,135324.840000007,232,189.897,5,0,0,1,3,1,0,0,36292.393034304,0.8715265426
"533",0.9804113235,0.7225665751,0.9124131779,0.9927128955,0.1922708338,0.0133730932,0.4368559507,0.9993556353,0.1167561568,0.630079775,0.7885288676,0.0058438393,0.7700899945,0.112660229,0.735494613,0.1231138673,461197.826683898,409114.623194515,5414843958.5188,200000,24863288.3200848,227705895.093592,4510037345.98515,652037429.11997,320572.560000015,232,189.897,5,0,0,1,3,1,0,0,36438.4063162296,0.9024861028
"536",0.9153876365,0.9759963635,0.9974797315,0.9774100927,0.3731571556,0.8840123445,0.8836771167,0.9829685181,0.0008966911,0.4559710676,0.5642356338,0.7420373761,0.5393925161,0.1547740225,0.1931116834,0.1015103013,302927.02210538,200678.177886952,5339327442.51717,120000,51711165.2840352,118358264.026803,4517100584.08637,652037429.11997,173596.92,232,349.897,3,0,0,1,1,1,0,0,36392.9570303478,0.9383409895
"537",0.9248752227,0.7788010748,0.9922483477,0.9992506886,0.460864401,0.0084173359,0.8935636973,0.8450622472,0.7456373965,0.3821088978,0.6247488895,0.0499867814,0.5129644235,0.0380711113,0.9612329721,0.2094781557,413251.540538086,411916.273053206,5431452974.8234,200000,32547275.5389238,231699277.65599,4514968992.50852,652037429.11997,326541.600000018,232,189.897,5,0,0,3,1,1,0,0,36357.3596996494,0.9223592385
"538",0.979086701,0.8997343422,0.639982578,0.0742540078,0.4535397083,0.0007343114,0.9498395779,0.9318479392,0.644556254,0.9659570846,0.5426532278,0.6256821977,0.7651362856,0.092678815,0.9312050127,0.3156130586,321705.972783162,359079.023615822,5515489588.57313,160000,46634396.2449042,302854094.222399,4513803668.98586,652037429.11997,432899.040000007,232,131.898,4,0,0,1,1,1,1,0,41193.8210005333,0.9529510301
