NPI2 Threshold,NPI2 Flow Threshold,NPI Threshold,NPI Flow Threshold,Brisbane to Nth Pine Threshold,Brisbane to Nth Pine Flow Threshold,Maroochy to Baroon Threshold,Ewen Maddock to Baroon Threshold,EPI Threshold,EPI Flow Threshold,SPI Threshold,SPI Flow Threshold,PRW Threshold,Desalination 1/3 Production Threshold,Desalination 2/3 Production Threshold,Desalination Full Production Threshold,Total Spill Volume (GL),Minimum System Storage (GL),Total Cost ($ million),Switching Cost ($ million),Pumping Cost ($ million),Desalination Cost ($ million),Treatment Cost ($ million),PRW Cost ($ million),Desalination Total Production Volume (GL),PRW Inflow (GL),Two Way Pipeline Flow (GL),Total Switch Count,Brisbane to Nth Pine Switch Count,EPI Switch Count,Ewen to Baroon Switch Count,Maroochy to Baroon Switch Count,NPI2 Switch Count,NPI Switch Count,SPI Switch Count,Environmental Flow Deficit,Total Volumetric Reliability
0.8985206704,0.9608508243,0.8576414063,0.9810181077,0.3514695411,6.16083086478e-05,0.9067879465,0.9956518943,0.5666538514,0.5280690237,0.8121426728,0.009195253,0.8735470843,0.1283624781,0.7830109925,0.2028790449,456.875421283,411.047906982,5419.66195488,0.16,26.9699776732,229.763092171,4510.73145592,652.03742912,323.64752,0.232,0.211898,4,0,0,1,1,1,1,0,36839.9397495,0.9123961994
0.8904471641,0.5222464431,0.8671528634,0.590237004,0.3834064441,0.4215486746,0.935477869,0.9566635455,0.3288263948,0.9943133047,0.6166841189,0.3961603883,0.5173543315,0.1071443783,0.1699088155,0.0602407007,309.116532299,196.736915231,5319.93770245,0.12,49.2527409416,99.3259788696,4519.20155352,652.03742912,147.12726,0.232,0.349897,3,0,0,1,1,1,0,0,39491.8110487,0.9395679425
0.9595481719,0.5993651042,0.9234519602,0.4802462916,0.7779729815,0.0074333709,0.9239204635,0.8639476544,0.5243041237,0.9533335807,0.2640512278,0.8284537954,0.7632130689,0.5402188908,0.3129755165,0.1530371902,316.955004576,332.036042946,5407.676417,0.2,46.4929129673,186.664108394,4522.28196652,652.03742912,261.9435,0.232,0.144897,5,0,0,3,1,1,0,0,39189.8993924,0.9484780872
0.991045248,0.5872828365,0.8552738583,0.9999195431,0.7641551716,0.8024870092,0.8901999114,0.8447474628,0.7686830608,0.3855756653,0.9003766048,0.6679927238,0.7619321343,0.0745391513,0.802109854,0.1053795214,311.809459407,257.457264993,5440.97694362,0.12,51.3914189854,227.705895094,4509.72220042,652.03742912,320.57256,0.232,0.349897,3,0,0,1,1,1,0,0,36414.3171362,0.9380141272
0.8503002985,0.7209472526,0.8072617845,0.9961929943,0.6413771767,0.4006172675,0.9889482944,0.8506933246,0.8496743646,0.6280623299,0.8837047182,0.7473097075,0.4516369985,0.0075794438,0.3459872197,0.3972254301,307.360687579,291.205467058,5495.10050932,0.2,51.5573934569,285.778880285,4505.52680646,652.03742912,412.43832,0.232,0.349897,5,0,2,1,1,1,0,0,36409.3997152,0.9408109694
0.9964731576,0.898177752,0.9345542698,0.987393724,0.7454134321,0.0001707585,0.9331776984,0.9522342722,0.3359242295,0.8901947247,0.9994295338,0.0131307488,0.9609413963,0.9113984034,0.7649731945,0.4438571264,525.849377563,431.617979362,5504.89959849,0.12,24.899444559,325.180733094,4502.66199171,652.03742912,466.2714,0.232,0.189897,3,0,0,1,1,1,0,0,36308.8373874,0.9036419449
0.9947205034,0.9475174325,0.9290653193,0.987393724,0.6226899588,0.0002782226,0.9944942147,0.9697869262,0.3234190327,0.7548830683,0.4733251818,0.0410685013,0.9609413963,0.5362424484,0.8653058997,0.5486549254,489.635424317,436.293104535,5521.24163678,0.12,31.4376391429,331.170806938,4506.47576158,652.03742912,475.22496,0.232,0.189897,3,0,0,1,1,1,0,0,36309.2466335,0.9200117572
0.9963080944,0.589105124,0.860118769,0.5915380329,0.587248723,0.0022363989,0.9863619054,0.6416628587,0.0612433754,0.6717844713,0.6082266512,0.8300621156,0.9904977851,0.0570465434,0.1089858011,0.0211274859,317.740321731,268.048627699,5234.56237315,0.12,46.4843834687,1.2114728472,4534.70908772,652.03742912,14.57148,0.232,0.144897,3,0,0,1,1,1,0,0,38408.281379,0.9479991894
0.9904266265,0.9699698366,0.9613375755,0.9963000529,0.2800485583,0.0108980405,0.9164257879,0.7300080976,0.8486807208,0.8587875524,0.6706625548,0.107701042,0.4096769255,0.1066077659,0.0753461717,0.4688937682,413.813700173,415.380063246,5505.55305896,0.28,38.6417964318,303.864227839,4510.72960557,652.03742912,437.72428,0.232,0.189897,7,0,2,3,1,1,0,0,36324.0054909,0.9302889148
0.7481032039,0.9980824298,0.7737341437,0.0540194529,0.7592444365,0.0006479778,0.7811596919,0.434286347,0.3882505849,0.0059615442,0.211242957,0.000283119,0.0128466184,0.0516316935,0.0866987411,0.0055426004,348.803271299,327.821705141,5170.91678163,0.4,18.3853766526,1.2114728472,4498.88250301,652.03742912,14.57148,0.0,0.105173,10,0,0,3,3,3,1,0,37512.8642195,0.8223614718
0.8897109513,0.9657969764,0.9971540301,0.9995359117,0.965447518,0.0154328087,0.8908344288,0.9178999221,0.1147393638,0.7637414906,0.7709531905,0.0535046701,0.7836672495,0.2039003267,0.9069896816,0.7186166538,481.17720754,440.026120604,5530.43785711,0.12,33.2591665417,338.18947932,4506.83178213,652.03742912,485.716,0.232,0.189897,3,0,0,1,1,1,0,0,36318.5108037,0.9232531351
0.8823918212,0.8735255381,0.7955018934,0.984604544,0.0043380874,0.4258375855,0.8547149396,0.9780642848,0.0053364395,0.6599116703,0.3294107545,0.8349249423,0.3742164415,0.0815100462,0.3708019078,0.2049586715,302.226159892,253.26324026,5459.28528891,1.08,52.2168369019,242.589815874,4511.36120702,652.03742912,348.1674,0.232,0.349897,27,24,0,1,1,1,0,0,36396.4305224,0.9439842321
0.7799889004,0.8928042137,0.9488352633,0.573510155,0.1922374103,0.5160081842,0.9990740719,0.9608307755,0.1188192641,0.934613743,0.0501638267,0.4660530068,0.9653195504,0.0680221438,0.1396160789,0.0704089563,305.201074698,173.932818341,5304.35202548,0.2,50.9836124687,80.7201939096,4520.41078999,652.03742912,121.99026,0.232,0.349897,5,0,0,1,1,3,0,0,39101.294329,0.938761517
0.8983524292,0.9372024701,0.9357573162,0.9995560433,0.2176706807,0.0133077295,0.9886569459,0.9609437452,0.1729246823,0.9209925682,0.3235068636,0.0600826733,0.7330173788,0.6116756646,0.1914233398,0.5540601589,467.659312682,434.530763035,5521.08176712,0.12,33.930082635,327.048785339,4507.94547002,652.03742912,469.14154,0.232,0.189897,3,0,0,1,1,1,0,0,36318.3533623,0.924440474
0.9521421291,0.9373284716,0.9259631771,0.9879496448,0.0902268432,0.4506054113,0.8806982758,0.91931884,0.1060796085,0.554737011,0.5168631598,0.3639282451,0.7598257734,0.0812980296,0.0631256313,0.0793757038,309.02158454,144.347359476,5244.16055247,0.12,49.7266065612,18.1442252712,4524.13229151,652.03742912,38.19228,0.232,0.349897,3,0,0,1,1,1,0,0,36423.0041011,0.9382726086
0.7481032039,0.8142660404,0.5381246764,0.0660462454,0.5414903507,0.000407388,0.9865529734,0.8670440678,0.2061994429,0.0480503051,0.0862966195,0.0002280751,0.0128466184,0.0245718822,0.1201381125,0.0435644064,333.352234339,322.218539868,5177.02567139,0.32,20.1380482261,1.2114728472,4503.31872119,652.03742912,14.57148,0.0,0.122173,8,0,0,3,1,3,1,0,40749.4528551,0.830789913
0.9997159563,0.6486501709,0.9949415123,0.9999801925,0.3188299613,0.032891568,0.7135641557,0.95411147,0.2348962569,0.4218048138,0.4973224548,0.0460895879,0.9501241579,0.0299431975,0.3879991622,0.1896869936,384.367113028,392.880899521,5396.04065275,0.2,32.8679865363,192.327660907,4518.60757619,652.03742912,272.93196,0.232,0.349897,5,0,0,1,3,1,0,0,36420.7411386,0.9330944911
0.9992996967,0.5812425596,0.8846085204,0.9888210078,0.4632920889,0.0110605288,0.7966683704,0.95411147,0.2379489834,0.8048433295,0.9176693635,0.0460895879,0.961845123,0.1322327435,0.4430266083,0.1933219146,397.699138978,396.83707219,5406.64135606,0.24,34.0217168947,203.23397383,4517.10823622,652.03742912,287.7189,0.232,0.205898,6,0,0,1,3,1,1,0,35673.4736945,0.9303880243
0.9400289228,0.9142824074,0.7361663619,0.9990694406,0.08752412,0.5289947183,0.9979502589,0.7946850741,0.1611378174,0.9857834002,0.2196995289,0.385955305,0.830657862,0.10739519,0.0994793643,0.0144699688,309.163634533,152.829773365,5256.61800726,0.2,49.9391907675,31.3351438848,4523.10624348,652.03742912,54.44754,0.232,0.349897,5,0,0,3,1,1,0,0,36394.9055417,0.9379129797
0.902680262,0.9992871133,0.78499306,0.0027877002,0.4141436635,0.0025271743,0.7153702545,0.9242971974,0.7347099006,0.5768697311,0.036660192,0.4413772546,0.2349957947,0.160337762,0.1315874575,0.020763934,314.715833823,275.556986392,5260.02864912,0.2,46.5249645441,28.2387002352,4533.02755522,652.03742912,48.1593,0.232,0.144897,5,0,0,1,3,1,0,0,38304.0523461,0.9475787075
0.8463905374,0.8655914353,0.8979333654,0.9943772253,0.1714665396,0.0281888375,0.9843347621,0.7815972744,0.5559980366,0.4932561167,0.885425797,0.0083827318,0.6774688494,0.5638118801,0.6955406586,0.3731705195,515.053773991,428.968358481,5495.54377524,0.2,25.4161083539,313.079573814,4504.81066395,652.03742912,448.1834,0.232,0.189897,5,0,0,3,1,1,0,0,36326.5854701,0.9137146451
0.9279377157,0.794562486,0.9505909864,0.9994689287,0.0085962062,0.0051984164,0.8961008956,0.8107783166,0.6188470818,0.4962905959,0.80591133,0.0695285572,0.9814804567,0.0235052033,0.562780393,0.3236727119,435.843261492,420.402686558,5491.86290021,0.2,34.9221648199,294.017119948,4510.68618633,652.03742912,420.77742,0.232,0.189897,5,0,0,3,1,1,0,0,36293.8617173,0.9257093793
0.8702978009,0.9574621743,0.7274452975,6.1977e-05,0.3452676078,0.4325326426,0.8389081108,0.9558296262,0.7861524841,0.1783466398,0.513286248,0.0141914818,0.165004014,0.0042026313,0.001958954,0.0179631327,319.464159315,240.3919676,5198.8124094,0.28,24.7948691801,1.2114728472,4520.48863825,652.03742912,14.57148,0.232,0.304897,7,0,0,1,3,3,0,0,39008.5962022,0.9232279673
0.9046673663,0.9445165007,0.9531642736,0.9999921619,0.7515738633,0.0299602831,0.9811385144,0.5886579624,0.537560902,0.8714772254,0.8862672391,0.0178624568,0.9365208223,0.6122318364,0.5927017094,0.3495725482,510.779581435,426.39389278,5490.07961087,0.12,25.5482310972,307.028994174,4505.34495648,652.03742912,439.1394,0.232,0.189897,3,0,0,1,1,1,0,0,36400.3316134,0.9158177517
0.9976112046,0.8554004685,0.9717055617,0.9995194649,0.3014868587,0.0649641831,0.9164085658,0.8399750564,0.2069278855,0.9070595221,0.1251777471,0.0245456259,0.7152365408,0.1021479798,0.4107633952,0.1322938861,403.448365459,392.201504198,5390.10033739,0.2,27.5504735741,193.843366466,4516.46906823,652.03742912,274.82322,0.232,0.349897,5,0,0,3,1,1,0,0,36405.9268261,0.9368860139
0.8178608891,0.7601886125,0.8465991908,0.9742041713,0.0406978082,0.0403310978,0.9536697962,0.7104879598,0.4592180193,0.6370739244,0.2048156491,0.0042310443,0.7145218263,0.2162783774,0.0483577417,0.2193087284,334.826234497,367.288653332,5284.15798,0.32,27.7466389564,80.5655488512,4523.48836308,652.03742912,125.52008,0.232,0.371898,8,0,0,3,1,3,1,0,35598.1943993,0.9355824203
0.9279377157,0.794562486,0.9991365183,0.9994689287,0.7571186599,0.0051984164,0.787095536,0.9458692684,0.6188470818,0.4527480125,0.6389364663,0.0198521482,0.9746518699,0.1462405261,0.5908492734,0.5313132403,530.524385906,434.947170019,5509.20357465,0.2,24.9488687588,329.77917362,4502.23810315,652.03742912,473.14484,0.232,0.189897,5,0,0,1,3,1,0,0,36320.1262398,0.9030300626
0.666168186,0.7967396546,0.9332031978,0.9997441004,0.5676572387,0.0088047903,0.6401803236,0.9727608555,0.5923779479,0.8188452344,0.9082569623,0.0636225078,0.8077314235,0.9694596258,0.4644420147,0.0100682727,391.473191922,401.503248087,5419.59708156,0.28,34.2816144873,216.382152202,4516.61588575,652.03742912,303.80658,0.232,0.189897,7,0,0,1,3,3,0,0,36367.4616905,0.9241529125
0.8928625472,0.6928417639,0.8123912428,0.9765015481,0.0936377081,0.7832059595,0.7068778172,0.9122775341,0.8046623103,0.69432746,0.2516507757,0.3805415437,0.8152734802,0.3699595385,0.2463855155,0.0630776683,309.84986054,236.329007901,5382.07690166,0.2,49.802101018,166.067408875,4513.96996265,652.03742912,234.30876,0.232,0.349897,5,0,0,1,3,1,0,0,36516.3745796,0.938091157
0.9560619561,0.8943698085,0.9947490055,0.9716780978,0.768671966,0.3698985876,0.7133675121,0.8728590433,0.2613446322,0.3693179593,0.3117303636,0.7180067642,0.4624370295,0.039431435,0.3060229695,0.2462391702,308.570889553,267.915230336,5448.76173186,0.2,51.1952023577,235.649508049,4509.67959234,652.03742912,340.89496,0.232,0.349897,5,0,0,1,3,1,0,0,36404.227182,0.941333718
0.941875065,0.8129717016,0.8891790062,0.9943853591,0.0148073339,0.0193597691,0.6585176025,0.8173292406,0.6088021161,0.9995132185,0.8444807663,0.0178899509,0.6779280258,0.6973015573,0.572430839,0.3248244012,509.239137589,425.049234054,5484.36534792,0.24,26.7030456605,300.346987937,4505.0378852,652.03742912,429.17504,0.232,0.211898,6,0,0,1,3,1,1,0,35740.4418081,0.9120703711
0.9957242252,0.7354277706,0.975278086,0.9999402756,0.7770038775,0.0191401737,0.9240652602,0.9778206341,0.0536518205,0.7232285307,0.6519859237,0.0532460158,0.6974589907,0.1861029112,0.68410866,0.2289657296,416.893475452,414.132503821,5440.29722656,0.12,33.194340231,240.593629727,4514.35182748,652.03742912,339.83628,0.232,0.189897,3,0,0,1,1,1,0,0,36395.7503178,0.9231022965
0.947502654,0.767549414,0.9649006102,0.6153289917,0.4162460444,0.0014780246,0.9499177776,0.8949060009,0.4634921911,0.8723500277,0.1094506887,0.8153771496,0.7560506735,0.2580122452,0.190824736,0.0015524441,313.487982379,299.309246962,5334.343159,0.12,46.5009839455,107.768810251,4527.91593569,652.03742912,154.50078,0.232,0.144897,3,0,0,1,1,1,0,0,39510.0796439,0.9486591977
0.7113190345,0.5908660886,0.9352435029,0.8116167924,0.434934951,0.0010979929,0.6692433409,0.9823983596,0.2553199714,0.4320405705,0.4478993031,0.0001093927,0.0047987357,0.0061881039,0.0390661615,0.0702840758,347.406148592,333.384775525,5181.63925971,0.28,24.0891421497,1.2114728472,4504.02121559,652.03742912,14.57148,0.0,0.135172,7,0,0,1,3,3,0,0,37091.4253659,0.8236261273
0.9459987877,0.9983618602,0.9989293229,0.999998561,0.6859641618,0.0061467568,0.9298966811,0.9594822018,0.5090693928,0.8319253523,0.4248379829,0.0180084524,0.9884392525,0.6560059243,0.4350512377,0.0468790061,448.607282421,403.796500609,5402.86660907,0.12,24.9641014695,214.662840454,4511.08223803,652.03742912,301.26096,0.232,0.189897,3,0,0,1,1,1,0,0,36324.5902096,0.9032348789
0.9841142861,0.7122327276,0.9990987228,0.9963376068,0.1048379235,0.0002862219,0.8735906349,0.9956418064,0.0068412625,0.7912664052,0.4755865449,0.0003406351,0.5365471157,0.0211218323,0.0292512669,0.2176735596,358.181145199,369.896269541,5250.98148572,0.12,24.9192258011,51.5920838916,4522.31274691,652.03742912,85.01094,0.232,0.189897,3,0,0,1,1,1,0,0,36369.0126437,0.9033094125
0.9678409037,0.8554004685,0.998445159,0.9867371773,0.3446625518,0.0143681101,0.9164085658,0.8429926922,0.5565958377,0.9970237072,0.2311914085,0.0343605091,0.600313987,0.5763441435,0.4107633952,0.876402119,505.498044189,438.387152857,5525.66521114,0.2,30.1419446132,338.18947932,4505.09635809,652.03742912,485.716,0.232,0.189897,5,0,0,3,1,1,0,0,36307.0508768,0.916888393
0.9010221868,0.8372575349,0.9472897023,0.999743467,0.1847879088,0.0519787612,0.7492633945,0.7318696765,0.0704206602,0.9184542332,0.825543771,0.0028330425,0.8133702,0.8495376065,0.3429796903,0.0114756926,405.984387115,395.239011015,5391.54224904,0.28,26.4103960919,197.232576526,4515.5818473,652.03742912,275.45364,0.232,0.349897,7,0,0,3,3,1,0,0,36426.3433428,0.9312326873
0.834337944,0.7560832415,0.9790983967,0.9971049311,0.1595450218,0.0506518999,0.8832099946,0.9954733729,0.0866974449,0.8072384401,0.5351165379,0.0040707001,0.8794481462,0.0851651186,0.5718250862,0.3032141794,470.669736321,420.275087153,5478.99929766,0.2,26.3867897852,291.857106794,4508.51797196,652.03742912,417.08534,0.232,0.349897,5,0,0,1,1,3,0,0,36408.1171389,0.9311791379
0.8897109513,0.9439120305,0.9708792454,0.9995958232,0.9897749823,0.0130717686,0.8910719466,0.9505528445,0.0313688339,0.7967111595,0.7709531905,0.0475556149,0.8843060184,0.0156926417,0.1893100595,0.7175495627,486.545164496,439.559789758,5529.45345768,0.12,32.5939868962,338.18947932,4506.51256235,652.03742912,485.716,0.232,0.189897,3,0,0,1,1,1,0,0,36317.7217482,0.9219740669
0.7278190079,0.7870043093,0.9686566845,0.9974818714,0.0480492726,0.0079932072,0.6861056246,0.9698060161,0.1704514807,0.468566868,0.8357559072,0.0271710601,0.8085840257,0.1551573096,0.0024629355,0.5693420289,522.90833159,437.560420277,5514.05808416,0.28,27.0575789917,330.992249171,4503.69082688,652.03742912,475.65322,0.232,0.189897,7,0,0,1,3,3,0,0,36364.7918021,0.908298467
0.9822312696,0.7870043093,0.9725341657,0.9926636419,0.0399003262,0.0085132569,0.6861056246,0.9560715195,0.1964648238,0.4703669091,0.6830777491,0.0294195137,0.7592682609,0.1145824116,0.0024629355,0.5493332331,507.498758202,432.372074614,5505.71047634,0.2,28.3025928851,319.919587403,4505.25086693,652.03742912,460.17202,0.232,0.189897,5,0,0,1,3,1,0,0,36346.614605,0.9120881198
0.857653901,0.7497034248,0.903923207,0.9988184905,0.0339870894,0.0506788373,0.9760837718,0.9960001861,0.0561727553,0.4946396465,0.5749971446,0.0040707001,0.8794481462,0.1213355361,0.5718250862,0.3724251368,483.214077524,427.597605122,5494.75996383,0.12,26.3980068859,309.040752972,4507.16377485,652.03742912,442.7703,0.232,0.349897,3,0,0,1,1,1,0,0,36467.1083186,0.931264411
0.8935816676,0.2001022306,0.9086698613,0.9988548588,0.133874337,0.6530371488,0.7799677928,0.8258926263,0.8590053127,0.6801528637,0.2460353561,0.467271308,0.8705734912,0.2129858577,0.1842088603,0.0198576009,306.132471318,201.988894344,5342.16646551,0.84,51.5216312704,120.819466958,4516.94793816,652.03742912,174.49866,0.232,0.349897,21,0,16,1,3,1,0,0,36383.1529101,0.9374655249
0.756566748,0.8709571122,0.9744730556,0.0027007345,0.2611356933,0.0014472734,0.8973170459,0.9485509458,0.2414839669,0.0018149664,0.3599353059,0.0046344862,0.0205935696,0.0065397218,5.18871227062e-06,0.1796382693,340.878753116,342.735813815,5192.51036256,0.2,18.495948915,22.2495302064,4499.52745432,652.03742912,43.98576,0.0,0.118172,5,0,0,1,1,3,0,0,38724.0083525,0.8270455174
0.8372271084,0.8961999311,0.9708190602,0.995042851,0.0215214511,0.0030369091,0.6787513408,0.8156451207,0.0117486898,0.9856834241,0.1253357861,0.0392522325,0.8918707252,0.8822587396,0.1879495945,0.0024488905,362.967651449,381.3543669,5326.94884263,0.28,31.1715077551,121.16785333,4522.29205243,652.03742912,162.8319,0.232,0.189897,7,0,0,3,3,1,0,0,36387.2555164,0.9188615545
0.9752724398,0.7751990626,0.8669874837,0.9988466719,0.1951744166,0.0013273961,0.9830602275,0.6373404507,0.0906958564,0.9162676692,0.8937191171,0.0093941061,0.85284438,0.9585183178,0.0078794341,0.2264515143,407.686578739,390.908234559,5349.6135903,0.28,26.9549901151,154.547717243,4515.79345382,652.03742912,212.50474,0.232,0.213897,7,0,0,4,1,1,1,0,36715.4468659,0.9113614583
0.8936116947,0.9904481161,0.9363541028,0.9999501122,0.1966684939,0.0096013312,0.9829041118,0.3700528398,0.1928820671,0.6690036071,0.9980920686,0.0460867513,0.8873823332,0.8009753545,0.0869354591,0.2292478989,374.723823701,390.076593737,5359.22240702,0.2,32.2802732704,155.146679285,4519.55802535,652.03742912,213.39584,0.232,0.189897,5,0,0,3,1,1,0,0,36390.7152524,0.919858259
0.9986997791,0.2064417619,0.8823110465,0.4956690472,0.0492763008,0.0156291583,0.791375494,0.9634281093,0.211719088,0.2997968157,0.0710036776,0.4955712113,0.787514938,0.0915122294,0.5044178411,0.0480304781,321.34795643,339.722855124,5427.18786057,0.2,45.8772211293,208.107801602,4520.96540871,652.03742912,294.09492,0.232,0.144897,5,0,0,1,3,1,0,0,38219.0358665,0.9479196773
0.9269164215,0.9864437204,0.9763173736,0.9945737754,0.1142511301,0.5076934339,0.9672055558,0.992399577,0.3131182738,0.4846367075,0.3865294577,0.3815547947,0.4375365273,0.0185647761,0.0628940337,0.0009669842,308.57204213,135.787573307,5228.59591148,0.12,49.9127576508,1.2114728472,4525.31425186,652.03742912,14.57148,0.232,0.349897,3,0,0,1,1,1,0,0,36369.5777947,0.938155588
0.8029701352,0.7795792758,0.9399925908,0.019994952,0.4469684188,0.0015515321,0.9293634477,0.9240955814,0.7347099006,0.8497991598,0.3281364588,0.2969312581,0.4488148358,0.1856493949,0.1225393786,0.0652829149,323.397108339,290.639277786,5267.06320234,0.2,43.8059976277,38.249590764,4532.77018483,652.03742912,60.21708,0.232,0.144897,5,0,0,1,1,3,0,0,38907.8801154,0.9478365366
0.9699215654,0.4431452579,0.949434997,0.6450216608,0.0741270219,0.0006687596,0.9754229984,0.826463162,0.095661121,0.4709127751,0.2872715721,0.4512827429,0.7660025263,0.1489287159,0.1783848132,0.0006500459,316.886509674,283.618197856,5297.74033875,0.2,46.6188507803,68.6884529688,4530.19560589,652.03742912,105.735,0.232,0.144897,5,0,0,3,1,1,0,0,38526.7546077,0.9469093989
0.947502654,0.7992329309,0.9292481989,0.6619787808,0.9856782038,2.62208209532e-05,0.8814138279,0.9740987395,0.4634921911,0.4538330385,0.1094506887,0.8153771496,0.7060185049,0.042802969,0.1922335195,0.1497244587,316.604953073,291.830166863,5311.52232159,0.12,46.7188104448,83.4641098872,4529.18197214,652.03742912,126.3234,0.232,0.144897,3,0,0,1,1,1,0,0,39343.7100813,0.9469775613
0.888944995,0.9445165007,0.9531642736,0.9972020647,0.7515738633,0.003698648,0.9811385144,0.9914334282,0.5266569477,0.791693286,0.8337018831,0.0012329641,0.984676416,0.6122318364,0.6164112044,0.3495725482,512.96377734,427.484950233,5487.98939392,0.12,24.9479422799,306.847476785,4504.03654573,652.03742912,438.86808,0.232,0.189897,3,0,0,1,1,1,0,0,36320.3561489,0.9033309979
0.9826854457,0.9991881717,0.8966515578,0.0005638347,0.417817884,0.0005204778,0.7943411633,0.9242971974,0.4868180974,0.4100783854,0.1956162639,0.3628521788,0.2401899592,0.6987178242,0.1315874575,0.020763934,322.941195392,316.867071536,5343.58856479,0.2,44.7187412075,119.448541582,4527.18385288,652.03742912,160.28628,0.232,0.144897,5,0,0,1,3,1,0,0,38867.9181679,0.9470269754
0.9527629796,0.6937377508,0.9649006102,0.6209470861,0.4706379165,0.0055389129,0.8917135387,0.9187260429,0.4634921911,0.5871199289,0.227802613,0.9387971896,0.7560506735,0.2683719135,0.2002215918,0.0124052774,314.024007448,301.662212903,5339.82137708,0.12,46.5266907352,113.683571887,4527.45368534,652.03742912,162.77604,0.232,0.144897,3,0,0,1,1,1,0,0,39424.8974752,0.948431737
0.9179786046,0.935267548,0.8355920146,0.9999803668,0.434530613,0.0041298498,0.9971689723,0.7871810854,0.1508602221,0.8426184861,0.0363170196,0.0061516082,0.4954065622,0.7085810582,0.0694880377,0.2445791772,427.443122085,394.43088354,5386.32898632,0.24,27.0075973336,193.839627198,4513.20433267,652.03742912,270.9609,0.232,0.211898,6,0,0,3,1,1,1,0,36981.1085755,0.9118009438
0.9670681408,0.932102651,0.9259631771,0.9960220479,0.0902268432,0.4506054113,0.9930942076,0.8578710509,0.1264857485,0.7540155795,0.4811309408,0.3639282451,0.5134176858,0.0829673198,0.0631256313,0.0676879705,309.176386726,140.415598616,5236.19692796,0.12,49.7592518476,9.5385948672,4524.74165212,652.03742912,25.3232,0.232,0.349897,3,0,0,1,1,1,0,0,36369.4388596,0.9381563956
0.9993358581,0.9834788629,0.9759819316,0.9954606552,0.3830880962,0.0376487966,0.7135641557,0.9430480346,0.3354538346,0.7712535169,0.5663051678,0.0460895879,0.9540419877,0.0299431975,0.4651844146,0.0498111685,381.176618293,397.206448562,5407.63265007,0.2,33.1134177862,204.138567478,4518.14323568,652.03742912,288.73236,0.232,0.349897,5,0,0,1,3,1,0,0,36322.1103405,0.9377850584
0.8541169767,0.733313668,0.9811964075,0.9950513953,0.0021572624,0.0839017579,0.658175932,0.8202168338,0.0634848191,0.9664327802,0.8789795938,0.0701696112,0.6779280258,0.6472903184,0.5790285115,0.3248244012,418.739388166,417.488570596,5501.04075344,0.2,36.0021379108,302.857751776,4509.94343463,652.03742912,432.90702,0.232,0.349897,5,0,0,1,3,1,0,0,36496.7460109,0.9455491307
0.8290629817,0.9995212197,0.8664884037,0.999716924,0.7493647543,0.0107527916,0.8853899894,0.8484978416,0.1626738602,0.2479222525,0.4208385415,0.1085708243,0.9202572709,0.0035480608,0.7033451603,0.2233917301,371.204711917,408.698715905,5452.4896389,0.24,40.157982538,243.376896361,4516.67733088,652.03742912,343.99652,0.232,0.211898,6,0,0,1,1,3,1,0,36746.5462299,0.9394901617
0.7854244962,0.9793905715,0.9703231574,0.9907140361,0.0468713725,0.0014472734,0.9757564162,0.9368455203,0.6172623769,0.0312530526,0.7532512298,0.0023319287,0.0205935696,0.0106542189,0.2264125044,0.1781257111,367.08151279,364.46389577,5225.30956208,0.2,21.713879298,52.811482794,4498.54677087,652.03742912,84.6412,0.0,0.180172,5,0,0,1,1,3,0,0,36361.6385113,0.8171151123
0.8690217522,0.9992335589,0.9944906958,0.9974648631,0.0084355944,0.0259073529,0.8892012541,0.7430960119,0.398553679,0.9391165576,0.2632115289,0.0209088065,0.8304129651,0.7139122856,0.3466524837,0.6921425282,535.047574442,438.850716417,5517.72281257,0.2,25.1640074195,338.18947932,4502.13189671,652.03742912,485.716,0.232,0.189897,5,0,0,3,1,1,0,0,36321.710204,0.907890514
0.9219546576,0.7572696853,0.9659921628,0.9990639613,0.0597960742,0.5743903645,0.5135338204,0.9920699097,0.2037575004,0.9217069353,0.6114924668,0.4340177503,0.9903529197,0.0835010118,0.120608076,0.0065405071,305.96448503,162.138248243,5281.89129798,0.2,52.1070793056,53.8038250008,4523.74296456,652.03742912,85.6254,0.232,0.349897,5,2,0,1,1,1,0,0,36567.8275061,0.9367809199
0.9488718743,0.9953399863,0.8988899952,0.9560869388,0.1171165458,0.4182952032,0.7241869803,0.4724562515,0.154985651,0.437106691,0.0681859355,0.0127433281,0.0219403791,0.0226049624,0.0027275588,0.0773525218,320.437176421,226.568329774,5188.62924047,0.28,28.2104622223,1.2114728472,4506.88987629,652.03742912,14.57148,0.0,0.349897,7,0,0,3,3,1,0,0,36532.0564621,0.8688828948
0.6761495388,0.9305621888,0.9955110145,0.9996284252,0.0053417459,0.0075432802,0.8583286315,0.8027511859,0.4286398168,0.7070438888,0.744356993,0.0516286852,0.6924589138,0.0095907838,0.0957721584,0.5549190543,473.852326312,432.893668055,5516.06047506,0.28,32.9833951458,322.872297208,4507.88735359,652.03742912,464.30034,0.232,0.189897,7,0,0,3,1,3,0,0,36262.072112,0.9221085312
